countrycode,year,test,subject,idgrade,name,povline,seqpov,seqmean,mean,sd,indicator,model,type,value
ALB,2009,PISA,math,8,ALB_2009_score_pisa_math_8,407.4700012207031,0,0,377.4610595703125,.2663863301277161,7,2,4,1
ALB,2009,PISA,math,8,ALB_2009_score_pisa_math_8,407.4700012207031,0,0,377.4610595703125,.2663863301277161,8,1,4,1
ALB,2009,PISA,math,8,ALB_2009_score_pisa_math_8,407.4700012207031,0,0,377.4610595703125,.2663863301277161,8,2,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,1,1,57.05875396728516
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,1,2,-2.856203079223633
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,1,3,-.1587914228439331
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,2,1,56.61000061035156
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,2,2,-2.878864526748657
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,1,2,3,-.1600512862205505
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,1,1,12.74903964996338
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,1,2,-3.475533246994019
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,1,3,.751181423664093
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,2,1,12.78212070465088
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,2,2,-3.428842544555664
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,2,2,3,.7537772655487061
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,1,1,4.422805309295654
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,1,2,-3.765137195587158
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,1,3,1.679485559463501
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,2,1,4.590240478515625
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,2,2,-3.569259881973267
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,3,2,3,1.690375447273254
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,4,1,1,-.6074012517929077
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,4,2,1,.146592915058136
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,5,1,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,5,2,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,6,1,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,6,2,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,7,1,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,7,2,4,0
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,8,1,4,1
ALB,2009,PISA,read,8,ALB_2009_score_pisa_read_8,407.4700012207031,0,0,384.8165893554688,.2984863817691803,8,2,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,1,1,56.53036880493164
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,1,2,-3.245229244232178
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,1,3,-.1335958987474442
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,2,1,56.04000091552734
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,2,2,-3.263624906539917
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,1,2,3,-.1343531906604767
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,1,1,10.90626907348633
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,1,2,-4.183290958404541
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,1,3,.7866201996803284
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,2,1,10.93731784820557
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,2,2,-4.123742580413818
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,2,2,3,.7890716195106506
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,1,1,3.237050771713257
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,1,2,-4.738398551940918
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,1,3,1.722601294517517
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,2,1,3.353877544403076
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,2,2,-4.52219295501709
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,3,2,3,1.731501817703247
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,4,1,1,-.6714161038398743
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,4,2,1,.128620371222496
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,5,1,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,5,2,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,6,1,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,6,2,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,7,1,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,7,2,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,8,1,4,1
ALB,2009,PISA,science,8,ALB_2009_score_pisa_science_8,407.4700012207031,0,0,390.6957397460938,.2511651515960693,8,2,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,1,1,55.03837585449219
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,1,2,-3.538585662841797
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,1,3,-.1141171902418137
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,2,1,54.5099983215332
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,2,2,-3.574492931365967
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,1,2,3,-.1152751743793488
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,1,1,10.4591064453125
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,1,2,-4.262244701385498
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,1,3,.8302958607673645
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,2,1,10.50558280944824
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,2,2,-4.188669681549072
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,2,2,3,.8326686024665833
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,1,1,3.226123571395874
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,1,2,-4.484008312225342
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,1,3,1.790894746780396
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,2,1,3.425358772277832
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,2,2,-4.134004592895508
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,3,2,3,1.802182197570801
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,4,1,1,-.6596015095710754
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,4,2,1,.1300264447927475
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,5,1,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,5,2,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,6,1,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,6,2,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,7,1,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,7,2,4,0
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,8,1,4,1
ALB,2012,PISA,math,8,ALB_2012_score_pisa_math_8,407.4700012207031,0,0,394.329345703125,.2596864402294159,8,2,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,1,1,52.33108901977539
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,1,2,-2.957276821136475
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,1,3,-.0980199724435806
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,2,1,52.09000015258789
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,2,2,-3.009796619415283
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,1,2,3,-.0997607633471489
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,1,1,12.7699499130249
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,1,2,-3.097986698150635
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,1,3,.8641707897186279
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,2,1,12.83124923706055
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,2,2,-3.059620141983032
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,2,2,3,.8654424548149109
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,1,1,5.202478408813477
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,1,2,-2.9091796875
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,1,3,1.837283492088318
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,2,1,5.596407413482666
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,2,2,-2.585530996322632
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,3,2,3,1.848011016845703
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,4,1,1,-.5266112089157104
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,4,2,1,.1642689257860184
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,5,1,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,5,2,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,6,1,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,6,2,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,7,1,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,7,2,4,0
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,8,1,4,1
ALB,2012,PISA,read,8,ALB_2012_score_pisa_read_8,407.4700012207031,0,0,393.9642639160156,.3627804517745972,8,2,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,1,1,51.90849685668945
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,1,2,-3.589228630065918
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,1,3,-.0889383926987648
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,2,1,51.66999816894531
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,2,2,-3.654110908508301
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,1,2,3,-.0905461236834526
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,1,1,10.63805294036865
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,1,2,-3.879511117935181
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,1,3,.87908935546875
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,2,1,10.69724082946777
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,2,2,-3.830217599868774
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,2,2,3,.8803108334541321
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,1,1,3.706161975860596
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,1,2,-3.740737915039063
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,1,3,1.857748866081238
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,2,1,4.016656398773193
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,2,2,-3.326440572738647
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,3,2,3,1.868014812469482
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,4,1,1,-.6189937591552734
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,4,2,1,.1384368985891342
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,5,1,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,5,2,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,6,1,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,6,2,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,7,1,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,7,2,4,0
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,8,1,4,1
ALB,2012,PISA,science,8,ALB_2012_score_pisa_science_8,407.4700012207031,0,0,397.3731994628906,.2896989583969116,8,2,4,1
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,1,1,47.32545852661133
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,1,2,-4.066727638244629
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,1,3,.0567588582634926
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,2,1,47.4621467590332
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,2,2,-4.107243061065674
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,1,2,3,.057324331253767
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,1,1,7.783486843109131
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,1,2,-5.080238819122314
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,1,3,1.084861159324646
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,2,1,7.828058242797852
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,2,2,-5.063080310821533
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,2,2,3,1.084621787071228
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,1,1,1.976516485214233
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,1,2,-5.875964164733887
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,1,3,2.109923839569092
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,2,1,2.054917573928833
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,2,2,-5.61885404586792
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,3,2,3,2.106335401535034
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,4,1,1,-.7097330093383789
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,4,2,1,.1181036606431007
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,5,1,4,1
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,5,2,4,1
ALB,2015,PISA,math,8,ALB_2015_score_pisa_math_8,407.4700012207031,0,0,413.1570129394531,.2241181582212448,6,1,4,1
